<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US2.AAPL,D,20150518,000000,130.1600000
US2.AAPL,D,20150519,000000,130.1100000
US2.AAPL,D,20150520,000000,130.1300000
US2.AAPL,D,20150521,000000,131.4000000
US2.AAPL,D,20150522,000000,132.5500000
US2.AAPL,D,20150526,000000,129.6600000
US2.AAPL,D,20150527,000000,132.0100000
US2.AAPL,D,20150528,000000,131.7700000
US2.AAPL,D,20150529,000000,130.6000000
US2.AAPL,D,20150601,000000,130.5300000
US2.AAPL,D,20150602,000000,129.9500000
US2.AAPL,D,20150603,000000,130.1700000
US2.AAPL,D,20150604,000000,129.4500000
US2.AAPL,D,20150605,000000,128.6600000
US2.AAPL,D,20150608,000000,127.7700000
US2.AAPL,D,20150609,000000,127.4100000
US2.AAPL,D,20150610,000000,128.9100000
US2.AAPL,D,20150611,000000,128.5900000
US2.AAPL,D,20150612,000000,127.1500000
US2.AAPL,D,20150615,000000,126.9700000
US2.AAPL,D,20150616,000000,127.5800000
US2.AAPL,D,20150617,000000,127.3400000
US2.AAPL,D,20150618,000000,127.8300000
US2.AAPL,D,20150619,000000,126.5300000
US2.AAPL,D,20150622,000000,127.5100000
US2.AAPL,D,20150623,000000,127.0300000
US2.AAPL,D,20150624,000000,128.1600000
US2.AAPL,D,20150625,000000,127.5000000
US2.AAPL,D,20150626,000000,126.7600000
US2.AAPL,D,20150629,000000,124.5200000
US2.AAPL,D,20150630,000000,125.6400000
US2.AAPL,D,20150701,000000,126.5600000
US2.AAPL,D,20150702,000000,126.3600000
US2.AAPL,D,20150706,000000,125.9200000
US2.AAPL,D,20150707,000000,125.5700000
US2.AAPL,D,20150708,000000,122.5800000
US2.AAPL,D,20150709,000000,120.0600000
US2.AAPL,D,20150710,000000,123.2900000
US2.AAPL,D,20150713,000000,125.7100000
US2.AAPL,D,20150714,000000,125.6600000
US2.AAPL,D,20150715,000000,126.8300000
US2.AAPL,D,20150716,000000,128.4200000
US2.AAPL,D,20150717,000000,129.5600000
US2.AAPL,D,20150720,000000,132.0450000
US2.AAPL,D,20150721,000000,130.6800000
US2.AAPL,D,20150722,000000,125.1200000
US2.AAPL,D,20150723,000000,125.1300000
US2.AAPL,D,20150724,000000,124.3800000
US2.AAPL,D,20150727,000000,122.9000000
US2.AAPL,D,20150728,000000,123.3800000
US2.AAPL,D,20150729,000000,122.8300000
US2.AAPL,D,20150730,000000,122.4600000
US2.AAPL,D,20150731,000000,121.4000000
US2.AAPL,D,20150803,000000,118.4100000
US2.AAPL,D,20150804,000000,114.6400000
US2.AAPL,D,20150805,000000,115.3500000
US2.AAPL,D,20150806,000000,115.1600000
US2.AAPL,D,20150807,000000,115.5400000
US2.AAPL,D,20150810,000000,119.6800000
US2.AAPL,D,20150811,000000,113.5600000
US2.AAPL,D,20150812,000000,115.2300000
US2.AAPL,D,20150813,000000,115.2000000
US2.AAPL,D,20150814,000000,115.9600000
US2.AAPL,D,20150817,000000,117.1600000
US2.AAPL,D,20150818,000000,116.5200000
US2.AAPL,D,20150819,000000,115.0200000
US2.AAPL,D,20150820,000000,112.8700000
US2.AAPL,D,20150821,000000,107.7600000
US2.AAPL,D,20150824,000000,104.9900000
US2.AAPL,D,20150826,000000,109.6900000
US2.AAPL,D,20150827,000000,112.8400000
US2.AAPL,D,20150828,000000,113.2600000
US2.AAPL,D,20150831,000000,112.7300000
US2.AAPL,D,20150901,000000,107.6100000
US2.AAPL,D,20150902,000000,112.0400000
US2.AAPL,D,20150903,000000,110.3500000
US2.AAPL,D,20150904,000000,109.2400000
US2.AAPL,D,20150908,000000,112.2600000
US2.AAPL,D,20150909,000000,110.1500000
US2.AAPL,D,20150910,000000,112.4750000
US2.AAPL,D,20150911,000000,114.0900000
US2.AAPL,D,20150914,000000,115.3300000
US2.AAPL,D,20150915,000000,116.2300000
US2.AAPL,D,20150916,000000,116.3500000
US2.AAPL,D,20150917,000000,114.8900000
US2.AAPL,D,20150918,000000,113.4800000
US2.AAPL,D,20150921,000000,115.2200000
US2.AAPL,D,20150922,000000,113.3900000
US2.AAPL,D,20150923,000000,114.3300000
US2.AAPL,D,20150924,000000,115.2350000
US2.AAPL,D,20150925,000000,114.8600000
US2.AAPL,D,20150928,000000,112.4500000
US2.AAPL,D,20150929,000000,109.1900000
US2.AAPL,D,20150930,000000,109.9600000
US2.AAPL,D,20151001,000000,109.5300000
US2.AAPL,D,20151002,000000,110.3200000
US2.AAPL,D,20151012,000000,111.5700000
US2.AAPL,D,20151013,000000,111.7700000
US2.AAPL,D,20151014,000000,110.1900000
US2.AAPL,D,20151015,000000,111.8500000
US2.AAPL,D,20151016,000000,110.9800000
US2.AAPL,D,20151019,000000,111.7350000
US2.AAPL,D,20151020,000000,113.7800000
US2.AAPL,D,20151021,000000,113.8400000
US2.AAPL,D,20151022,000000,115.4450000
US2.AAPL,D,20151023,000000,119.1000000
US2.AAPL,D,20151026,000000,115.2600000
US2.AAPL,D,20151027,000000,114.5800000
US2.AAPL,D,20151028,000000,119.1550000
US2.AAPL,D,20151029,000000,120.5200000
US2.AAPL,D,20151030,000000,119.5000000
US2.AAPL,D,20151102,000000,121.1500000
